'2018-03-04T20.11.29' 19.312 C, 66.7616 F
'2018-03-04T20.12.48' 20.375 C, 68.675 F
'2018-03-04T20.12.49' 20.312 C, 68.5616 F
'2018-03-04T20.12.51' 20.312 C, 68.5616 F
'2018-03-04T20.12.53' 20.312 C, 68.5616 F
'2018-03-04T20.12.55' 21.875 C, 71.375 F
'2018-03-04T20.12.57' 23.375 C, 74.075 F
'2018-03-04T20.12.59' 24.5 C, 76.1 F
'2018-03-04T20.13.01' 25.25 C, 77.45 F
'2018-03-04T20.13.03' 25.687 C, 78.23660000000001 F
'2018-03-04T20.13.05' 25.937 C, 78.6866 F
'2018-03-04T20.13.07' 26.0 C, 78.8 F
'2018-03-04T20.13.09' 26.062 C, 78.9116 F
'2018-03-04T20.13.11' 26.0 C, 78.8 F
'2018-03-04T20.13.13' 25.937 C, 78.6866 F
'2018-03-04T20.13.14' 25.875 C, 78.575 F
'2018-03-04T20.13.16' 25.75 C, 78.35 F
'2018-03-04T20.13.18' 25.625 C, 78.125 F
'2018-03-04T20.13.20' 25.5 C, 77.9 F
'2018-03-04T20.13.22' 25.312 C, 77.5616 F
'2018-03-04T20.13.24' 25.187 C, 77.3366 F
'2018-03-04T20.13.26' 25.062 C, 77.11160000000001 F
'2018-03-04T20.13.28' 24.937 C, 76.8866 F
'2018-03-04T20.13.30' 24.812 C, 76.6616 F
'2018-03-04T20.13.32' 25.25 C, 77.45 F
'2018-03-04T20.13.34' 27.312 C, 81.1616 F
'2018-03-04T20.13.36' 29.312 C, 84.7616 F
'2018-03-04T20.13.37' 31.187 C, 88.1366 F
'2018-03-04T20.13.39' 32.875 C, 91.175 F
'2018-03-04T20.13.41' 34.375 C, 93.875 F
'2018-03-04T20.13.43' 35.75 C, 96.35 F
'2018-03-04T20.13.45' 36.875 C, 98.375 F
'2018-03-04T20.13.47' 37.937 C, 100.28659999999999 F
'2018-03-04T20.13.49' 38.875 C, 101.975 F
'2018-03-04T20.13.51' 39.687 C, 103.4366 F
'2018-03-04T20.13.53' 40.437 C, 104.78659999999999 F
'2018-03-04T20.13.55' 41.062 C, 105.91159999999999 F
'2018-03-04T20.13.57' 41.625 C, 106.925 F
'2018-03-04T20.13.59' 42.125 C, 107.825 F
'2018-03-04T20.14.01' 42.625 C, 108.725 F
'2018-03-04T20.14.02' 43.0 C, 109.4 F
'2018-03-04T20.14.04' 43.312 C, 109.9616 F
'2018-03-04T20.14.06' 43.625 C, 110.525 F
'2018-03-04T20.14.08' 43.875 C, 110.975 F
'2018-03-04T20.14.10' 44.125 C, 111.425 F
'2018-03-04T20.14.12' 44.25 C, 111.65 F
'2018-03-04T20.14.14' 44.437 C, 111.9866 F
'2018-03-04T20.14.16' 44.562 C, 112.2116 F
'2018-03-04T20.14.18' 44.625 C, 112.325 F
'2018-03-04T20.14.20' 44.75 C, 112.55 F
'2018-03-04T20.14.22' 44.812 C, 112.66159999999999 F
'2018-03-04T20.14.24' 44.875 C, 112.775 F
'2018-03-04T20.14.25' 44.937 C, 112.8866 F
'2018-03-04T20.14.27' 45.0 C, 113.0 F
'2018-03-04T20.14.29' 45.062 C, 113.1116 F
'2018-03-04T20.14.31' 45.125 C, 113.225 F
'2018-03-04T20.14.33' 45.125 C, 113.225 F
'2018-03-04T20.14.35' 45.125 C, 113.225 F
'2018-03-04T20.14.37' 45.187 C, 113.3366 F
'2018-03-04T20.14.39' 45.187 C, 113.3366 F
'2018-03-04T20.14.41' 45.187 C, 113.3366 F
'2018-03-04T20.14.43' 45.187 C, 113.3366 F
'2018-03-04T20.14.45' 45.187 C, 113.3366 F
'2018-03-04T20.14.47' 45.187 C, 113.3366 F
'2018-03-04T20.14.49' 45.25 C, 113.45 F
'2018-03-04T20.14.50' 45.25 C, 113.45 F
'2018-03-04T20.14.52' 45.25 C, 113.45 F
'2018-03-04T20.14.54' 45.25 C, 113.45 F
'2018-03-04T20.14.56' 45.25 C, 113.45 F
'2018-03-04T20.14.58' 45.25 C, 113.45 F
'2018-03-04T20.15.00' 45.25 C, 113.45 F
'2018-03-04T20.15.02' 45.25 C, 113.45 F
'2018-03-04T20.15.04' 45.25 C, 113.45 F
'2018-03-04T20.15.06' 45.187 C, 113.3366 F
'2018-03-04T20.15.08' 45.0 C, 113.0 F
'2018-03-04T20.15.10' 44.562 C, 112.2116 F
'2018-03-04T20.15.12' 43.937 C, 111.0866 F
'2018-03-04T20.15.13' 43.25 C, 109.85 F
'2018-03-04T20.15.15' 42.437 C, 108.3866 F
'2018-03-04T20.15.17' 41.687 C, 107.03659999999999 F
'2018-03-04T20.15.19' 40.937 C, 105.6866 F
'2018-03-04T20.15.21' 40.125 C, 104.225 F
'2018-03-04T20.15.23' 39.437 C, 102.9866 F
'2018-03-04T20.15.25' 38.75 C, 101.75 F
'2018-03-04T20.15.27' 38.125 C, 100.625 F
'2018-03-04T20.15.29' 37.562 C, 99.6116 F
'2018-03-04T20.15.31' 36.937 C, 98.4866 F
'2018-03-04T20.15.33' 36.437 C, 97.5866 F
'2018-03-04T20.15.35' 35.937 C, 96.6866 F
'2018-03-04T20.15.37' 35.25 C, 95.45 F
'2018-03-04T20.15.39' 34.812 C, 94.66159999999999 F
'2018-03-04T20.15.41' 34.375 C, 93.875 F
'2018-03-04T20.15.43' 34.0 C, 93.2 F
'2018-03-04T20.15.45' 33.625 C, 92.525 F
'2018-03-04T20.15.47' 33.25 C, 91.85 F
'2018-03-04T20.15.49' 32.875 C, 91.175 F
'2018-03-04T20.15.51' 32.562 C, 90.6116 F
'2018-03-04T20.15.53' 32.25 C, 90.05 F
'2018-03-04T20.15.55' 31.937 C, 89.4866 F
'2018-03-04T20.15.57' 31.687 C, 89.03659999999999 F
'2018-03-04T20.15.59' 31.375 C, 88.475 F
'2018-03-04T20.16.00' 31.125 C, 88.025 F
'2018-03-04T20.16.02' 30.875 C, 87.575 F
'2018-03-04T20.16.04' 30.625 C, 87.125 F
'2018-03-04T20.16.06' 30.437 C, 86.78659999999999 F
'2018-03-04T20.16.08' 30.125 C, 86.225 F
'2018-03-04T20.16.10' 29.937 C, 85.8866 F
'2018-03-04T20.16.12' 29.687 C, 85.4366 F
'2018-03-04T20.16.14' 29.5 C, 85.1 F
'2018-03-04T20.16.16' 29.312 C, 84.7616 F
'2018-03-04T20.16.18' 29.062 C, 84.3116 F
'2018-03-04T20.16.20' 28.875 C, 83.975 F
'2018-03-04T20.16.22' 28.687 C, 83.6366 F
'2018-03-04T20.16.23' 28.5 C, 83.3 F
'2018-03-04T20.16.25' 28.312 C, 82.9616 F
'2018-03-04T20.16.27' 28.125 C, 82.625 F
'2018-03-04T20.16.29' 27.937 C, 82.2866 F
'2018-03-04T20.16.31' 27.75 C, 81.95 F
'2018-03-04T20.16.33' 27.625 C, 81.725 F
'2018-03-04T20.16.35' 27.437 C, 81.3866 F
'2018-03-04T20.16.37' 27.312 C, 81.1616 F
'2018-03-04T20.16.39' 27.125 C, 80.825 F
'2018-03-04T20.16.41' 27.0 C, 80.6 F
'2018-03-04T20.16.43' 26.875 C, 80.375 F
'2018-03-04T20.16.45' 26.687 C, 80.0366 F
'2018-03-04T20.16.47' 26.562 C, 79.8116 F
'2018-03-04T20.16.48' 26.437 C, 79.5866 F
'2018-03-04T20.16.50' 26.312 C, 79.36160000000001 F
'2018-03-04T20.16.52' 26.187 C, 79.1366 F
'2018-03-04T20.16.54' 26.062 C, 78.9116 F
'2018-03-04T20.16.56' 25.937 C, 78.6866 F
'2018-03-04T20.16.58' 25.812 C, 78.4616 F
'2018-03-04T20.17.00' 25.687 C, 78.23660000000001 F
'2018-03-04T20.17.02' 25.562 C, 78.0116 F
'2018-03-04T20.17.04' 25.437 C, 77.7866 F
'2018-03-04T20.17.06' 25.312 C, 77.5616 F
'2018-03-04T20.17.08' 25.187 C, 77.3366 F
'2018-03-04T20.17.10' 25.062 C, 77.11160000000001 F
'2018-03-04T20.17.11' 25.0 C, 77.0 F
'2018-03-04T20.17.13' 24.875 C, 76.775 F
'2018-03-04T20.17.15' 24.75 C, 76.55 F
'2018-03-04T20.17.17' 24.687 C, 76.4366 F
'2018-03-04T20.17.19' 24.562 C, 76.2116 F
'2018-03-04T20.17.21' 24.5 C, 76.1 F
'2018-03-04T20.17.23' 24.375 C, 75.875 F
