'2018-03-04T20.20.26' 22.062 C, 71.7116 F
'2018-03-04T20.21.20' 27.5 C, 81.5 F
'2018-03-04T20.21.21' 27.812 C, 82.0616 F
'2018-03-04T20.21.22' 28.062 C, 82.5116 F
'2018-03-04T20.21.24' 28.25 C, 82.85 F
'2018-03-04T20.21.25' 28.437 C, 83.1866 F
'2018-03-04T20.21.27' 28.625 C, 83.525 F
'2018-03-04T20.21.28' 28.812 C, 83.8616 F
'2018-03-04T20.21.29' 28.937 C, 84.0866 F
'2018-03-04T20.21.31' 29.125 C, 84.425 F
'2018-03-04T20.21.32' 29.25 C, 84.65 F
'2018-03-04T20.21.33' 29.375 C, 84.875 F
'2018-03-04T20.21.35' 29.5 C, 85.1 F
'2018-03-04T20.21.36' 29.687 C, 85.4366 F
'2018-03-04T20.21.38' 29.875 C, 85.775 F
'2018-03-04T20.21.39' 30.0 C, 86.0 F
'2018-03-04T20.21.40' 30.125 C, 86.225 F
'2018-03-04T20.21.42' 30.25 C, 86.45 F
'2018-03-04T20.21.43' 30.375 C, 86.675 F
'2018-03-04T20.21.44' 30.562 C, 87.0116 F
'2018-03-04T20.21.46' 30.687 C, 87.2366 F
'2018-03-04T20.21.47' 30.812 C, 87.4616 F
'2018-03-04T20.21.49' 30.937 C, 87.6866 F
'2018-03-04T20.21.50' 31.0 C, 87.8 F
'2018-03-04T20.21.51' 31.0 C, 87.8 F
'2018-03-04T20.21.53' 30.875 C, 87.575 F
'2018-03-04T20.21.54' 30.687 C, 87.2366 F
'2018-03-04T20.21.55' 30.437 C, 86.78659999999999 F
'2018-03-04T20.21.57' 30.187 C, 86.3366 F
'2018-03-04T20.21.58' 29.937 C, 85.8866 F
'2018-03-04T20.21.59' 29.687 C, 85.4366 F
'2018-03-04T20.22.01' 29.375 C, 84.875 F
'2018-03-04T20.22.02' 29.125 C, 84.425 F
'2018-03-04T20.22.04' 28.875 C, 83.975 F
'2018-03-04T20.22.05' 28.562 C, 83.41159999999999 F
'2018-03-04T20.22.06' 28.312 C, 82.9616 F
'2018-03-04T20.22.08' 28.062 C, 82.5116 F
'2018-03-04T20.22.09' 27.75 C, 81.95 F
'2018-03-04T20.22.11' 27.5 C, 81.5 F
'2018-03-04T20.22.12' 27.312 C, 81.1616 F
'2018-03-04T20.22.13' 27.062 C, 80.7116 F
'2018-03-04T20.22.15' 26.812 C, 80.2616 F
'2018-03-04T20.22.16' 26.625 C, 79.925 F
'2018-03-04T20.22.17' 26.375 C, 79.475 F
'2018-03-04T20.22.19' 26.187 C, 79.1366 F
'2018-03-04T20.22.20' 26.0 C, 78.8 F
'2018-03-04T20.22.22' 25.812 C, 78.4616 F
'2018-03-04T20.22.23' 25.687 C, 78.23660000000001 F
'2018-03-04T20.22.24' 25.5 C, 77.9 F
'2018-03-04T20.22.26' 25.375 C, 77.675 F
'2018-03-04T20.22.27' 25.187 C, 77.3366 F
'2018-03-04T20.22.28' 25.062 C, 77.11160000000001 F
'2018-03-04T20.22.30' 24.937 C, 76.8866 F
'2018-03-04T20.22.31' 24.812 C, 76.6616 F
'2018-03-04T20.22.33' 24.687 C, 76.4366 F
'2018-03-04T20.22.34' 24.562 C, 76.2116 F
'2018-03-04T20.22.35' 24.437 C, 75.98660000000001 F
'2018-03-04T20.22.37' 24.375 C, 75.875 F
'2018-03-04T20.22.38' 24.25 C, 75.65 F
'2018-03-04T20.22.39' 24.187 C, 75.5366 F
'2018-03-04T20.22.41' 24.062 C, 75.3116 F
'2018-03-04T20.22.42' 24.0 C, 75.2 F
'2018-03-04T20.22.44' 23.937 C, 75.0866 F
'2018-03-04T20.22.45' 23.875 C, 74.975 F
'2018-03-04T20.22.46' 23.812 C, 74.86160000000001 F
'2018-03-04T20.22.48' 23.75 C, 74.75 F
'2018-03-04T20.22.49' 23.687 C, 74.6366 F
'2018-03-04T20.22.50' 23.625 C, 74.525 F
'2018-03-04T20.22.52' 23.562 C, 74.4116 F
'2018-03-04T20.22.53' 23.5 C, 74.3 F
'2018-03-04T20.22.55' 23.5 C, 74.3 F
'2018-03-04T20.22.56' 23.437 C, 74.1866 F
'2018-03-04T20.22.57' 23.375 C, 74.075 F
'2018-03-04T20.22.59' 23.375 C, 74.075 F
'2018-03-04T20.23.00' 23.312 C, 73.9616 F
'2018-03-04T20.23.01' 23.25 C, 73.85 F
'2018-03-04T20.23.03' 23.25 C, 73.85 F
'2018-03-04T20.23.04' 23.187 C, 73.73660000000001 F
'2018-03-04T20.23.06' 23.125 C, 73.625 F
'2018-03-04T20.23.07' 23.125 C, 73.625 F
'2018-03-04T20.23.08' 23.125 C, 73.625 F
'2018-03-04T20.23.10' 23.062 C, 73.5116 F
'2018-03-04T20.23.11' 23.062 C, 73.5116 F
'2018-03-04T20.23.12' 23.0 C, 73.4 F
